Country Name,Country Code,Series Name,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Maldives,MDV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,36.06,38.06,38.1,38.23,38.44,38.71,39.01,39.32,39.66,40,40.32,42.01,43.73,45.49,47.3,49.15,47,44.71,44.61,43.97,43.05,..,..
Maldives,MDV,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,6,6,6,6,6,12,12,12,12,6.49350649350649,6.49350649350649,6.49350649350649,6.49350649350649,6.49350649350649,5.88235294117647,5.88235294117647,5.88235294117647,5.88235294117647,5.88235294117647,4.59770114942529,4.59770114942529,4.59770114942529
Mali,MLI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,62.22,62.26,62.22,62.25,62.25,62.3,62.32,62.31,62.32,62.33,62.33,62.33,62.3,62.29,62.27,62.23,63.36,61.7,60.02,60.03,60.04,..,..
Mali,MLI,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,18.3,..,..,58.3,..,..,..,..,..,15.3,..,..,..,..,..
Mali,MLI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,12.2448979591837,12.2448979591837,12.2448979591837,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,..,9.52380952380952,8.84353741496599,8.84353741496599,8.84353741496599,8.84353741496599,9.52380952380952,27.891156462585,27.2727272727273
Malta,MLT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,35.66,36.11,35.39,37.23,36.56,34.23,36.14,36.77,39.26,40.63,41.34,42.54,44.72,48.81,51.83,54.04,55.11,57.3,59.16,62.35,64.49,..,..
Malta,MLT,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46,..,..
Malta,MLT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9.23076923076923,9.23076923076923,9.23076923076923,9.23076923076923,7.69230769230769,9.23076923076923,9.23076923076923,9.23076923076923,9.23076923076923,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,14.2857142857143,14.2857142857143,12.8571428571429,12.8571428571429,11.9402985074627,11.9402985074627,14.9253731343284,13.4328358208955,13.4328358208955
Marshall Islands,MHL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,6.06060606060606,6.06060606060606,6.06060606060606
Mauritania,MRT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,30.77,30.87,30.58,30.32,30.08,29.86,29.66,29.48,29.33,29.21,29.11,29.03,28.98,28.95,28.88,28.82,28.78,28.74,28.72,28.9,29.07,..,..
Mauritania,MRT,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,17.3,..,..,..,..,..,..,..,15,..,..,..,..,..,..,..
Mauritania,MRT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,3.79746835443038,3.79746835443038,..,..,3.7037037037037,3.7037037037037,..,17.8947368421053,22.1052631578947,22.1052631578947,22.1052631578947,22.1052631578947,22.1052631578947,22.1052631578947,..,25.1700680272109,25.1700680272109,25.1700680272109,25.1700680272109,20.2614379084967,20.2614379084967,20.2614379084967,20.2614379084967
Mauritius,MUS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,43.19,43.45,43.63,43.76,43.84,43.85,45.43,45.85,44.76,45.75,46.15,47.84,47.3,47.74,50.05,50.62,52.31,51.35,52.12,52.39,52.81,..,..
Mauritius,MUS,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,16.9,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,7.57575757575758,5.71428571428571,5.71428571428571,5.71428571428571,5.71428571428571,5.71428571428571,17.1428571428571,17.1428571428571,17.1428571428571,17.1428571428571,17.1428571428571,18.8405797101449,18.8405797101449,18.8405797101449,18.8405797101449,18.8405797101449,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,20,20,20
Mexico,MEX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,40.71,41.12,40.52,40.7,41.42,42.69,43.86,45.14,45.67,45.5,46.1,45.96,46.4,47.54,47.62,46.65,47,47.13,46.89,47.48,49.13,..,..
Mexico,MEX,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,24.8,..,..,..,25.7,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,18.2,16,16,16,22.6,22.6,24.2,22.6,23.2,23.2,27.6,26.2,26.2,36.8,36.8,37.4,42.3694779116466,42.4,42.6,48.2,48.2,48.2,50
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,86.8,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714
Moldova,MDA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,58.24,57.76,56.79,55.68,54.83,53.99,52.28,50.56,48.8,46.98,45.1,44.43,44.86,43.51,43.92,43.43,46.67,45.34,44.7,41.39,44.83,..,..
Moldova,MDA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,24.5,..,..,..,53.1,..,..,..,54.1,..,..,..,..,..,39.9,..,..
Moldova,MDA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.91089108910891,7.92079207920792,12.8712871287129,12.8712871287129,12.8712871287129,15.8415841584158,21.7821782178218,21.7821782178218,21.7821782178218,21.7821782178218,23.7623762376238,18.8118811881188,19.8019801980198,19.8019801980198,19.8019801980198,17.8217821782178,21.7821782178218,21.7821782178218,22.7722772277228,22.7722772277228,25.7425742574257,24.7524752475248,39.6039603960396
Monaco,MCO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,22.2222222222222,22.2222222222222,22.2222222222222,22.2222222222222,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,25,26.0869565217391,26.0869565217391,19.047619047619,19.047619047619,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333
Mongolia,MNG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,57.17,57.32,57.28,57.1,56.8,56.45,56.33,56.29,56.31,56.45,56.46,55.91,56.72,56.7,56.71,56.92,56.83,55.77,56.42,55.45,58.87,..,..
Mongolia,MNG,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,52,..,..,..,36.1,..,..,..,..,..,43.7,..,..
Mongolia,MNG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,7.89473684210526,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,6.75675675675676,6.66666666666667,6.57894736842105,6.57894736842105,4.16666666666667,3.94736842105263,3.94736842105263,3.94736842105263,14.8648648648649,14.8648648648649,14.8648648648649,14.4736842105263,17.1052631578947,17.1052631578947,17.1052631578947,17.3333333333333,17.3333333333333,17.1052631578947
Montenegro,MNE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,50.25,50.2,50.24,50.32,50.42,50.49,50.53,50.67,50.78,50.91,50.55,50.49,50.54,52.52,52.66,55.2,56.63,56.36,56.3,57.17,59.07,..,..
Montenegro,MNE,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,26,..,..,..,25.6,..,..,..,..,..,24,..,..
Montenegro,MNE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,8.64197530864197,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,12.3456790123457,17.2839506172839,16.0493827160494,17.2839506172839,17.2839506172839,23.4567901234568,23.4567901234568,23.4567901234568,28.3950617283951,22.2222222222222,24.6913580246914
Morocco,MAR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,26,26.26,26.64,26.11,27.62,28.28,28.25,27.97,27.69,27.41,27.37,27.34,27.32,26.44,26.28,25.45,24.66,23.88,23.14,23.26,23.37,..,..
Morocco,MAR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,13.1,..,..,..,..,..,31.3,..,..,..,..,..,16.1,..,..
Morocco,MAR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,0.615384615384615,0.615384615384615,0.615384615384615,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,10.4615384615385,10.4615384615385,10.4615384615385,10.4615384615385,16.9620253164557,16.9620253164557,16.9620253164557,16.9620253164557,16.9620253164557,20.5063291139241,20.5063291139241,20.5063291139241,20.5063291139241,20.5063291139241,22.7848101265823
Mozambique,MOZ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,88.03,88.16,88.23,88.24,88.2,87.67,87.09,86.46,85.77,85.03,84.23,83.39,82.49,81.53,80.51,79.43,78.27,78.2,78.11,78.02,77.93,..,..
Mozambique,MOZ,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,24.4,..,..,..,..,..,..,..,..,..,..,28.3,..,..,..
Mozambique,MOZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,30,30,30,30,34.8,34.8,34.8,34.8,34.8,39.2,39.2,39.2,39.2,39.2,..,39.6,39.6,39.6,39.6,41.2,42.4,42.4
Myanmar,MMR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,64.64,63.99,63.42,62.79,62.06,61.33,60.59,59.87,59.2,58.61,58.02,57.48,57.14,56.72,56.27,55.86,55.5,53.62,51.83,52.68,50.17,..,..
Myanmar,MMR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.3,..,35.1,..,..,..,..,..
Myanmar,MMR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..,..,4.29447852760736,3.54430379746835,6.03248259860789,6.03248259860789,5.59440559440559,12.6934984520124,9.93071593533487,10.161662817552,10.161662817552,11.3163972286374,16.8253968253968,15.2941176470588
Namibia,NAM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,49.12,49.33,49.86,50.36,50.84,51.31,51.78,52.33,52.88,53.42,53.96,54.51,55.11,55.72,59.68,59.2,58.53,57.85,57.34,56.89,57.21,..,..
Namibia,NAM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,33.4,..,..,..,..,..,..,..,41,..,..,..,..,..,..,..
Namibia,NAM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,22.2222222222222,25,25,25,26.3888888888889,25,26.9230769230769,26.9230769230769,26.9230769230769,26.9230769230769,26.9230769230769,24.3589743589744,24.3589743589744,24.3589743589744,24.3589743589744,..,41.3461538461538,41.3461538461538,41.3461538461538,46.1538461538462,42.7083333333333,43.2692307692308,44.2307692307692
Nauru,NRU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,0,..,0,0,..,0,0,0,0,0,0,0,0,0,5.26315789473684,5.26315789473684,5.26315789473684,5.26315789473684,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737
Nepal,NPL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,84.88,84.59,84.31,84.02,83.73,83.42,83.11,82.8,82.49,82.18,82.23,82.32,82.45,82.72,83.09,83.48,83.84,84.34,84.75,85.07,85.3,..,..
Nepal,NPL,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,27.3,..,..,..,21.8,..,..,..,..,..,..,..,..
Nepal,NPL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.85365853658537,5.85365853658537,5.85365853658537,5.85365853658537,5.85365853658537,5.85365853658537,5.85365853658537,5.88235294117647,17.3252279635258,33.1649831649832,33.1649831649832,33.1649831649832,33.1649831649832,33.1649831649832,..,29.4807370184255,29.5492487479132,29.5798319327731,29.5798319327731,32.7272727272727,32.7272727272727,32.7272727272727,32.7272727272727
Netherlands,NLD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,64.27,65.63,66.84,67.71,68.54,69.17,67.7,68.41,70.15,71.34,71.98,72.31,72.82,73.88,74.28,73.77,74.65,74.97,75.24,75.75,76.61,..,..
Netherlands,NLD,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,..
Netherlands,NLD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,36,36,36,34,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,39.3333333333333,41.3333333333333,42,40.6666666666667,40.6666666666667,38.6666666666667,38.6666666666667,38.6666666666667,37.3333333333333,37.3333333333333,36,36,31.3333333333333,33.3333333333333,39.3333333333333
New Caledonia,NCL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,67.37,67.46,67.31,67.1,66.85,66.63,66.47,66.53,66.73,67.05,67.36,67.55,67.32,66.98,66.58,66.24,66,65.83,65.76,65.75,65.74,..,..
New Caledonia,NCL,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,67,67.15,68.16,68.84,69.03,69.23,70.38,70.95,71.4,71.56,71.47,71.18,71.59,71.75,72.49,73.69,73.7,75,76.25,76.63,76.75,..,..
New Zealand,NZL,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,29.1666666666667,30.8333333333333,30.8333333333333,29.1666666666667,28.3333333333333,28.3333333333333,32.2314049586777,32.2314049586777,33.0578512396694,33.6065573770492,33.6065573770492,33.6065573770492,32.2314049586777,32.2314049586777,32.2314049586777,29.7520661157025,31.404958677686,31.404958677686,38.3333333333333,38.3333333333333,40.8333333333333,48.3333333333333,49.1666666666667
Nicaragua,NIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,38.46,39.87,41,42.18,43.38,44.61,45.85,47.11,47.66,48.21,48.77,49.33,49.9,50.47,51.04,51.62,52.19,52.74,53.27,53.06,52.86,..,..
Nicaragua,NIC,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,41.4,..,..,..,61.9,..,..,..,..,..,35.8,..,..,..,..,..
Nicaragua,NIC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9.67741935483871,9.67741935483871,..,20.6521739130435,20.6521739130435,20.6521739130435,20.6521739130435,15.2173913043478,18.4782608695652,18.4782608695652,20.6521739130435,20.6521739130435,40.2173913043478,40.2173913043478,40.2173913043478,42.3913043478261,41.304347826087,45.6521739130435,45.6521739130435,45.6521739130435,44.5652173913043,47.2527472527472,50.5494505494505
Niger,NER,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,70.47,70.48,70.44,70.43,70.43,70.44,70.41,70.37,70.35,70.3,70.29,70.23,70.19,67.79,65.27,62.66,62.61,62.55,62.49,62.42,62.37,..,..
Niger,NER,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,10,..,..,17.6,..,..,..,..,..,..,..,14.5,..,..,..,..
Niger,NER,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,1.20481927710843,1.20481927710843,1.20481927710843,1.20481927710843,12.3893805309735,12.3893805309735,12.3893805309735,12.3893805309735,12.3893805309735,9.73451327433628,..,13.2743362831858,13.2743362831858,13.2743362831858,13.2743362831858,13.2743362831858,14.6198830409357,16.9590643274854,16.9590643274854,16.9590643274854,16.9590643274854,25.9036144578313
Nigeria,NGA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,55.33,55.38,55.35,55.3,55.31,55.32,55.35,55.34,55.35,55.36,55.37,55.37,55.36,52.71,50.15,49.68,49.16,48.62,48.87,49.11,49.34,..,..
Nigeria,NGA,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,20,..,..,..,..,..,..,16.2,..,..,..,..,..,..,..
Nigeria,NGA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,3.41880341880342,3.41880341880342,3.41880341880342,4.72222222222222,4.72222222222222,6.38888888888889,6.11111111111111,6.98324022346369,6.98324022346369,6.98324022346369,6.98324022346369,6.81818181818182,6.66666666666667,6.66666666666667,6.66666666666667,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,3.38028169014084,7.22222222222222,3.61111111111111
North Macedonia,MKD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,46.74,47.22,47.72,48.23,49.34,49.3,49.23,49.15,50.35,50.09,49.94,50.37,51.25,50.8,52.58,52.33,51.83,50.67,51.49,52,54.65,..,..
North Macedonia,MKD,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,18.6,..,..,..,36.4,..,..,..,27.7,..,..,..,..,..,29.3,..,..
North Macedonia,MKD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,7.5,6.66666666666667,6.66666666666667,17.5,18.3333333333333,19.1666666666667,19.1666666666667,28.3333333333333,29.1666666666667,31.6666666666667,32.5,32.5,30.8943089430894,32.520325203252,34.1463414634146,33.3333333333333,33.3333333333333,33.3333333333333,37.5,38.3333333333333,39.1666666666667,39.1666666666667,41.6666666666667
Northern Mariana Islands,MNP,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,76.3,76.24,76.36,77.2,75.23,75.32,74.61,74.8,75.97,77.29,76.41,75.44,75.49,75.66,75.85,75.78,76,75.8,75.11,75.27,75.61,..,..
Norway,NOR,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,36.3636363636364,36.3636363636364,35.7575757575758,36.3636363636364,36.3636363636364,38.1818181818182,37.8698224852071,37.8698224852071,36.094674556213,36.094674556213,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,41.4201183431953,41.4201183431953,40.8284023668639,41.4201183431953,44.9704142011834
Oman,OMN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,24.18,24.51,24.66,25.07,25.59,25.65,25.76,26.07,26.48,26.97,27.56,28.21,28.67,29.27,30,30.82,31.69,32.27,34.77,37.68,37.82,..,..
Oman,OMN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,2.40963855421687,2.40963855421687,2.40963855421687,0,0,0,0,1.19047619047619,1.19047619047619,1.19047619047619,1.19047619047619,1.17647058823529,1.17647058823529,1.17647058823529,1.17647058823529,2.32558139534884,2.32558139534884,2.32558139534884
Pakistan,PAK,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,15.81,16.46,16.36,16.51,17.46,18.45,19.04,19.68,20.04,20.54,21.7,22.81,23.18,23.39,23.62,24.07,25.09,24.24,23.42,22.62,22.63,..,..
Pakistan,PAK,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,6.7,..,..,..,..,..,11.8,..,..,..,..,..,..,..,..
Pakistan,PAK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,21.0526315789474,21.6374269005848,21.3450292397661,21.3450292397661,21.3450292397661,21.0526315789474,22.4852071005917,22.2222222222222,22.2222222222222,22.5146198830409,22.5146198830409,20.7430340557276,20.7430340557276,20.5882352941176,20.5882352941176,20.5882352941176,20.2346041055718,20.2346041055718,20.1754385964912,20.1754385964912
Palau,PLW,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,12.5,6.25,6.25
Panama,PAN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,47.64,48.44,49.24,50.02,50.58,50.95,51.96,50.38,51.47,52.56,51.8,51.03,49.27,52.19,53.74,53.81,55.43,55.87,55.61,58.44,60.04,..,..
Panama,PAN,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,37.1,..,..,..,24.7,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,9.85915492957746,9.85915492957746,9.85915492957746,9.85915492957746,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,8.45070422535211,8.45070422535211,8.45070422535211,8.45070422535211,8.45070422535211,19.2982456140351,18.3098591549296,18.3098591549296,18.3098591549296,18.3098591549296,21.1267605633803,22.5352112676056,22.5352112676056
Papua New Guinea,PNG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,71.54,71.92,69.97,67.93,65.81,63.6,61.31,58.93,56.5,54.01,51.48,48.92,48.97,48.86,48.78,48.34,48.07,48,47.95,48.08,47.97,..,..
Papua New Guinea,PNG,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.5,..,..,..,..,..,..
Papua New Guinea,PNG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1.8348623853211,1.8348623853211,1.8348623853211,..,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,2.7027027027027,2.7027027027027,2.7027027027027,2.7027027027027,2.7027027027027,0,0,0,0,0
Paraguay,PRY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,55.13,54.94,54.76,54.59,54.6,59.92,58.35,55.02,57.26,56.81,58.98,56.63,58.46,63.15,61.87,59.18,59.26,59.89,59.99,62.82,63.76,..,..
Paraguay,PRY,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,44.8,..,..,..,51.6,..,..,..,..,..,..,66.2,..,..,..,..
